title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
What if I am a literary gangsta?,Tony Adam Mochama,,,,,,,,ol_author,,,what if i am a literary gangsta? | tony adam mochama,,what if i am a literary gangsta,tony adam mochama,,,"What if I am a literary gangsta? 
Tony Adam Mochama 
",410,"['Dreams and ambitions', 'Poverty', 'Identity crisis']"
"Nairobi, a night guide",Tony Adam Mochama,,,,,,,,ol_author,,,nairobi a night guide | tony adam mochama,,nairobi a night guide,tony adam mochama,,,"Nairobi, a night guide 
Tony Adam Mochama 
",411,"['Wealth and materialism', 'Marriage and relationships', 'Urbanization']"
Meet the Omtitas,Tony Adam Mochama,,,,,,,https://covers.openlibrary.org/b/id/11295355-L.jpg,ol_author,,,meet the omtitas | tony adam mochama,11295355.0,meet the omtitas,tony adam mochama,,,"Meet the Omtitas 
Tony Adam Mochama 
",412,"['Dreams and ambitions', 'Fate and free will', 'Poverty']"
Three days on the cross,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/2304804-L.jpg,ol_author,,,three days on the cross | wahome mutahi,2304804.0,three days on the cross,wahome mutahi,,,"Three days on the cross 
Wahome Mutahi 
",413,"['Generosity', 'Naming and symbolism', 'Hope and despair']"
How to be a Kenyan,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/2304807-L.jpg,ol_author,,,how to be a kenyan | wahome mutahi,2304807.0,how to be a kenyan,wahome mutahi,,,"How to be a Kenyan 
Wahome Mutahi 
",414,"['Wealth and materialism', 'Cultural heritage', 'Poverty']"
The jail bugs,Wahome Mutahi,,,,,,,,ol_author,,,the jail bugs | wahome mutahi,,the jail bugs,wahome mutahi,,,"The jail bugs 
Wahome Mutahi 
",415,"['Bad governance', 'Poverty', 'Justice and injustice']"
The miracle merchant,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/13276464-L.jpg,ol_author,,,the miracle merchant | wahome mutahi,13276464.0,the miracle merchant,wahome mutahi,,,"The miracle merchant 
Wahome Mutahi 
",416,"['Generosity', 'Indigenous knowledge', 'Greed']"
Doomsday,Wahome Mutahi,,,,,,,,ol_author,,,doomsday | wahome mutahi,,doomsday,wahome mutahi,,,"Doomsday 
Wahome Mutahi 
",417,"['Justice and injustice', 'Hope and despair', 'Fate and free will']"
The house of doom,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/4253455-L.jpg,ol_author,,,the house of doom | wahome mutahi,4253455.0,the house of doom,wahome mutahi,,,"The house of doom 
Wahome Mutahi 
",418,"['Hope and despair', 'Justice and injustice', 'Wealth and materialism']"
Whispers & Camisassius,Wahome Mutahi,,,,,,,,ol_author,,,whispers & camisassius | wahome mutahi,,whispers camisassius,wahome mutahi,,,"Whispers & Camisassius 
Wahome Mutahi 
",419,"['Religion and spirituality', 'Silence and voice', 'Urban vs rural life']"
Best of whispers,Wahome Mutahi,,,,,,,,ol_author,,,best of whispers | wahome mutahi,,best of whispers,wahome mutahi,,,"Best of whispers 
Wahome Mutahi 
",420,"['Silence and voice', 'Urban vs rural life', 'Religion and spirituality']"
The world of Whispers,Wahome Mutahi,,,,,,,,ol_author,,,the world of whispers | wahome mutahi,,the world of whispers,wahome mutahi,,,"The world of Whispers 
Wahome Mutahi 
",421,"['Silence and voice', 'Religion and spirituality', 'Indigenous knowledge']"
Responsible citizenship,Wahome Mutahi,,,,,,,,ol_author,,,responsible citizenship | wahome mutahi,,responsible citizenship,wahome mutahi,,,"Responsible citizenship 
Wahome Mutahi 
",422,"['Civic responsibility', 'Bad governance', 'Poverty']"
Just wait and see,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/4317253-L.jpg,ol_author,,,just wait and see | wahome mutahi,4317253.0,just wait and see,wahome mutahi,,,"Just wait and see 
Wahome Mutahi 
",423,"['Urban vs rural life', 'Parent-child relationships', 'Cultural heritage']"
Our daily bread,Wahome Mutahi,,,,,,,,ol_author,,,our daily bread | wahome mutahi,,our daily bread,wahome mutahi,,,"Our daily bread 
Wahome Mutahi 
",424,"['Community solidarity', 'Cultural heritage', 'Agriculture and food security']"
"Responsible citizenship, building democracy",Wahome Mutahi,,,,,,,,ol_author,,,responsible citizenship building democracy | wahome mutahi,,responsible citizenship building democracy,wahome mutahi,,,"Responsible citizenship, building democracy 
Wahome Mutahi 
",425,"['Civic responsibility', 'Bad governance', 'Environmental conservation']"
Monitoring state-sponsored violence in Africa,Sally Sealey,,,,,,,,ol_author,,,monitoring state sponsored violence in africa | sally sealey,,monitoring state sponsored violence in africa,sally sealey,,,"Monitoring state-sponsored violence in Africa 
Sally Sealey 
",426,"['Political violence', 'Wealth and materialism', 'Community solidarity']"
People of the south-western highlands,William Robert Ochieng',,,,,,,,ol_author,,,people of the south western highlands | william robert ochieng,,people of the south western highlands,william robert ochieng,,,"People of the south-western highlands 
William Robert Ochieng' 
",427,"['Indigenous knowledge', 'Ethnic diversity', 'Conflict in families']"
Kenya,Bethwell A. Ogot,,,,,,,,ol_author,,,kenya | bethwell a ogot,,kenya,bethwell a ogot,,,"Kenya 
Bethwell A. Ogot 
",428,"['Wealth and materialism', 'Oppression', 'Ethnic diversity']"
A history of Kenya,William Robert Ochieng',,,,,,,,ol_author,,,a history of kenya | william robert ochieng,,a history of kenya,william robert ochieng,,,"A history of Kenya 
William Robert Ochieng' 
",429,"['Wealth and materialism', 'Greed', 'Ethnic diversity']"
Individual dreams in Kenyan history,William Robert Ochieng',,,,,,,https://covers.openlibrary.org/b/id/5330804-L.jpg,ol_author,,,individual dreams in kenyan history | william robert ochieng,5330804.0,individual dreams in kenyan history,william robert ochieng,,,"Individual dreams in Kenyan history 
William Robert Ochieng' 
",430,"['Dreams and ambitions', 'Wealth and materialism', 'Greed']"
A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914,William Robert Ochieng',,,,,,,,ol_author,,,a pre colonial history of the gusii of western kenya from c a d 1500 to 1914 | william robert ochieng,,a pre colonial history of the gusii of western kenya from c a d 1500 to 1914,william robert ochieng,,,"A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914 
William Robert Ochieng' 
",431,"['Ethnic diversity', 'Greed', 'Wealth and materialism']"
"The politics of transition from authoritarianism to democracy, 1978-2002",William Robert Ochieng',,,,,,,,ol_author,,,the politics of transition from authoritarianism to democracy 1978 2002 | william robert ochieng,,the politics of transition from authoritarianism to democracy 1978 2002,william robert ochieng,,,"The politics of transition from authoritarianism to democracy, 1978-2002 
William Robert Ochieng' 
",432,"['Bad governance', 'Political violence', 'Leadership and betrayal']"
Historical studies and social change in western Kenya,William Robert Ochieng',,,,,,,,ol_author,,,historical studies and social change in western kenya | william robert ochieng,,historical studies and social change in western kenya,william robert ochieng,,,"Historical studies and social change in western Kenya 
William Robert Ochieng' 
",433,"['Wealth and materialism', 'Greed', 'Ethnic diversity']"
The rise of a nationalist cultural state in pre-colonial Kenya,William Robert Ochieng',,,,,,,,ol_author,,,the rise of a nationalist cultural state in pre colonial kenya | william robert ochieng,,the rise of a nationalist cultural state in pre colonial kenya,william robert ochieng,,,"The rise of a nationalist cultural state in pre-colonial Kenya 
William Robert Ochieng' 
",434,"['Wealth and materialism', 'Ethnic diversity', 'Greed']"
Politics and leadership in Africa,William Robert Ochieng',,,,,,,,ol_author,,,politics and leadership in africa | william robert ochieng,,politics and leadership in africa,william robert ochieng,,,"Politics and leadership in Africa 
William Robert Ochieng' 
",435,"['Political violence', 'Leadership and betrayal', 'Greed']"
An outline history of Nyanza up to 1914,William Robert Ochieng',,,,,,,,ol_author,,,an outline history of nyanza up to 1914 | william robert ochieng,,an outline history of nyanza up to 1914,william robert ochieng,,,"An outline history of Nyanza up to 1914 
William Robert Ochieng' 
",436,"['Conflict in families', 'Marriage and relationships', 'Love and heartbreak']"
An outline history of the Rift Valley of Kenya up to A.D. 1900,William Robert Ochieng',,,,,,,,ol_author,,,an outline history of the rift valley of kenya up to a d 1900 | william robert ochieng,,an outline history of the rift valley of kenya up to a d 1900,william robert ochieng,,,"An outline history of the Rift Valley of Kenya up to A.D. 1900 
William Robert Ochieng' 
",437,"['Wealth and materialism', 'Ethnic diversity', 'Land and displacement']"
The black man's democracy,William Robert Ochieng',,,,,,,,ol_author,,,the black man s democracy | william robert ochieng,,the black man s democracy,william robert ochieng,,,"The black man's democracy 
William Robert Ochieng' 
",438,"['Leadership and betrayal', 'Political violence', 'Bad governance']"
Eastern Kenya and its invaders,William Robert Ochieng',,,,,,,,ol_author,,,eastern kenya and its invaders | william robert ochieng,,eastern kenya and its invaders,william robert ochieng,,,"Eastern Kenya and its invaders 
William Robert Ochieng' 
",439,"['Ethnic diversity', 'Greed', 'Wealth and materialism']"
The first word,William Robert Ochieng',,,,,,,,ol_author,,,the first word | william robert ochieng,,the first word,william robert ochieng,,,"The first word 
William Robert Ochieng' 
",440,"['Storytelling as resistance', 'Laziness', 'Indigenous knowledge']"
Dust,Yvonne Adhiambo Owuor,,,,,,,https://covers.openlibrary.org/b/id/11623238-L.jpg,ol_author,"""A novel that opens with a young man's murder on the day of the tumultuous 2007 election in Kenya, but then goes into the history of his family and of the splintered African nation around them--in scenes stretching back to a shocking political assassination in 1969 and the Mau Mau uprisings against British colonial rule in the 1950s""--",,dust | yvonne adhiambo owuor,11623238.0,dust,yvonne adhiambo owuor,,,"Dust 
Yvonne Adhiambo Owuor 
",441,"['Wealth and materialism', 'Community solidarity', 'Urbanization']"
Dragonfly Sea,Yvonne Adhiambo Owuor,,,,,,,,ol_author,,,dragonfly sea | yvonne adhiambo owuor,,dragonfly sea,yvonne adhiambo owuor,,,"Dragonfly Sea 
Yvonne Adhiambo Owuor 
",442,"['Urban vs rural life', 'Love and heartbreak', 'Parent-child relationships']"
Weight of whispers,Yvonne Adhiambo Owuor,,,,,,,,ol_author,A novel.,,weight of whispers | yvonne adhiambo owuor,,weight of whispers,yvonne adhiambo owuor,,,"Weight of whispers 
Yvonne Adhiambo Owuor 
",443,"['Youth and unemployment', 'Silence and voice', 'Love and heartbreak']"
"Who I am, who we are",Wambui Wamae Kamiru,,,,,,,,ol_author,,,who i am who we are | wambui wamae kamiru,,who i am who we are,wambui wamae kamiru,,,"Who I am, who we are 
Wambui Wamae Kamiru 
",444,"['Civic responsibility', 'Community solidarity', 'Gender roles and feminism']"
Land without thunder,Grace Ogot,,,,,,,https://covers.openlibrary.org/b/id/3363263-L.jpg,ol_publisher,,,land without thunder | grace ogot,3363263.0,land without thunder,grace ogot,,,"Land without thunder 
Grace Ogot 
",445,"['Climate and nature', 'Fate and free will', 'Indigenous knowledge']"
Kufa kuzikana,Ken Walibora,,,,,,,https://covers.openlibrary.org/b/id/15105751-L.jpg,ol_publisher,,,kufa kuzikana | ken walibora,15105751.0,kufa kuzikana,ken walibora,,,"Kufa kuzikana 
Ken Walibora 
",446,"['Bad governance', 'Conflict in families', 'Loneliness and isolation']"
Caitaani mũtharaba-inĩ,Ngũgĩ wa Thiongʼo,,,,,,,https://covers.openlibrary.org/b/id/14338902-L.jpg,ol_subject_kenya_fiction,"""The great Kenyan writer and Nobel Prize nominee NgÅ©gÄ© wa ThiongÊ¼o's powerful fictional critique of capitalism. One of the cornerstones of NgÅ©gÄ© wa ThiongÊ¼o's fame, Devil on the Cross was written in secret, on toilet paper, while NgÅ©gÄ© wa ThiongÊ¼o was in prison. It tells the tragic story of Wariinga, a young woman who moves from a rural Kenyan town to the capital, Nairobi, only to be exploited by her boss and later by a corrupt businessman. As she struggles to survive, Wariinga begins to realize that her problems are only symptoms of a larger societal malaise and that much of the misfortune stems from the Western, capitalist influences on her country. An impassioned cry for a Kenya free of dictatorship and for African writers to work in their own local dialects, Devil on the Cross has had a profound influence on Africa and on post-colonial African literature""--",,caitaani mutharaba ini | ngugi wa thiong o,14338902.0,caitaani mutharaba ini,ngugi wa thiong o,,,"Caitaani mũtharaba-inĩ 
Ngũgĩ wa Thiongʼo 
",447,"['Oppression', 'Wealth and materialism', 'Bad governance']"
To stir the heart,Bessie Head,,,,,,,https://covers.openlibrary.org/b/id/7901640-L.jpg,ol_subject_kenya_fiction,,,to stir the heart | bessie head,7901640.0,to stir the heart,bessie head,,,"To stir the heart 
Bessie Head 
",448,"['Trauma and healing', 'Conflict in families', 'Indigenous knowledge']"
I will marry when I want,Ngũgĩ wa Thiongʼo,,,,,1977-01-01,/works/OL10461185W,https://covers.openlibrary.org/b/id/14349789-L.jpg,ol_enrichment,,,,14349789.0,i will marry when i want,ngugi wa thiong o,1977.0,60-79,"I will marry when I want 
Ngũgĩ wa Thiongʼo 
",449,"['Conflict in families', 'Urban vs rural life', 'Power of language']"
The Promised Land,Grace Ogot,,,,,1966-01-01,/works/OL5350878W,https://covers.openlibrary.org/b/id/2304825-L.jpg,ol_enrichment,,,,2304825.0,the promised land,grace ogot,1966.0,60-79,"The Promised Land 
Grace Ogot 
",450,"['Indigenous knowledge', 'Greed', 'Religion and spirituality']"
A call at midnight,Grace Ogot,,,,,2019-01-01,/works/OL32273678W,,ol_enrichment,,,,,a call at midnight,grace ogot,2019.0,15-19,"A call at midnight 
Grace Ogot 
",451,"['Justice and injustice', 'Youth and unemployment', 'Silence and voice']"
The other woman,Grace Ogot,,,,,1976-01-01,/works/OL5350877W,https://covers.openlibrary.org/b/id/3363270-L.jpg,ol_enrichment,,,,3363270.0,the other woman,grace ogot,1976.0,60-79,"The other woman 
Grace Ogot 
",452,"['Morality and ethics', 'Gender roles and feminism', 'Marriage and relationships']"
Betrayal in the city,F. D. Imbuga,,,,,1976-01-01,/works/OL3451029W,https://covers.openlibrary.org/b/id/5505055-L.jpg,ol_enrichment,,,,5505055.0,betrayal in the city,f d imbuga,1976.0,60-79,"Betrayal in the city 
F. D. Imbuga 
",453,"['Urbanization', 'Leadership and betrayal', 'Corruption and governance']"
The Green Cross Of Kafira,Francis Imbuga,,,,,1900-01-01,/works/OL17457385W,https://covers.openlibrary.org/b/id/7617004-L.jpg,ol_enrichment,,,,7617004.0,the green cross of kafira,francis imbuga,1900.0,<1960,"The Green Cross Of Kafira 
Francis Imbuga 
",454,"['Indigenous knowledge', 'Naming and symbolism', 'Ethnic diversity']"
Tracking the Scent of my Mother,Muthoni Garland,,,,,2011-01-01,/works/OL40084115W,,ol_enrichment,,,,,tracking the scent of my mother,muthoni garland,2011.0,05-14,"Tracking the Scent of my Mother 
Muthoni Garland 
",455,"['Naming and symbolism', 'Parent-child relationships', 'Traditional beliefs']"
Odour of Fate,Muthoni Garland,,,,,2011-01-01,/works/OL39685110W,,ol_enrichment,,,,,odour of fate,muthoni garland,2011.0,05-14,"Odour of Fate 
Muthoni Garland 
",456,"['Naming and symbolism', 'Justice and injustice', 'Trauma and healing']"
Helicopter Beetles,Muthoni Garland,,,,,2011-01-01,/works/OL39860249W,,ol_enrichment,,,,,helicopter beetles,muthoni garland,2011.0,05-14,"Helicopter Beetles 
Muthoni Garland 
",457,"['Good vs evil', 'Parent-child relationships', 'Morality and ethics']"
