title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i
This Time Tomorrow,Ngũgĩ wa Thiong'o,Kenya Literature Bureau,,,,1970-01-01T00:00:00Z,,http://books.google.com/books/content?id=wj10DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"This Time, Tomorrow is an anthology of poems composed by the late Mwange Kausenione of the most outstanding Zambian journalists of his generation. Published and presented here for the first time, the poems are a legacy of his past and span more than two decades of creative process. The poems depict experiences and allusions of the African continent, Asia, and Latin America, where the poet worked as a journalist. For the international audience who enjoyed and appreciated Mwanges stories and columns in magazines and newspapers, however, this collection will come as a surprise to most. Yet, in these pages, we present to the world the side of Mwange Kauseni that most people hardly suspected ever existed. As a poet, therefore, Mwange echoes the plight of the downtrodden and marginalized and taunts the excesses and foibles of the postcolonial-African political elites. In some of his work, though, the poet eulogizes his connections with his past and cultural roots and decries the advent of modernity. He urges poets never to give up their craft but to create verses for the masses. Even though the poems were created from personal experiences, This Time, Tomorrow is indeed Pan-Africanist in character.",,this time tomorrow | ngugi wa thiong o,
The Upright Revolution: Or Why Humans Walk Upright,Ngũgĩ wa Thiong'o,Seagull Books,,,Gikuyu,2016-01-01T00:00:00Z,OL23553509W,http://books.google.com/books/content?id=yc69vQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,wikidata,"Science has given us several explanations for how humans evolved from walking on four limbs to two feet. None, however, is as riveting as what master storyteller Ngũgĩ wa Thiong'o offers in The Upright Revolution. Blending myth and folklore with an acute insight into the human psyche and politics, Wa Thiong'o conjures up a fantastic fable about how and why humans began to walk upright. It is a story that will appeal to children and adults alike, containing a clear and important message: ""Life is connected."" Originally written in Gikuyu, this short story has been translated into sixty-three languages--forty-seven of them African--making it the most translated story in the history of African literature. This new collector's edition of The Upright Revolution is richly illustrated in full color with Sunandini Banerjee's marvellous digital collages, which open up new vistas of imagination and add unique dimensions to the story.",,the upright revolution: or why humans walk upright | ngugi wa thiong o,
Kill Me Quick,Meja Mwangi,,,,,1973-01-01T00:00:00Z,,http://books.google.com/books/content?id=u-aSZrcog0UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,,,kill me quick | meja mwangi,
Sauti ya dhiki,Abdilatif Abdalla,,,,,1973.0,,http://books.google.com/books/content?id=7fHnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,First English literary translation of Abdilatif Abdalla's influential Voice of Agony,,sauti ya dhiki | abdilatif abdalla,
Liyongo songs,Gudrun Miehe,,,,,2004.0,,https://covers.openlibrary.org/b/id/5492340-L.jpg,ol_author,,,liyongo songs | gudrun miehe,5492340.0
Mashairi ya miaka kumi ya Azimio la Arusha,Abdilatif Abdalla,,,,,1977.0,,http://books.google.com/books/content?id=M1YHAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,mashairi ya miaka kumi ya azimio la arusha | abdilatif abdalla,
"A statement given by Abdilatif Abdalla, chief co-ordinator of the United Movement for Democracy in Kenya, to the 7th Pan-African Congress, Kampala, Uganda on 3-8 April, 1994",Abdilatif Abdalla,,,,,1994.0,,http://books.google.com/books/content?id=g_hWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Abdilatif Abdalla: Poet in Politics celebrates the work of Abdilatif Abdalla, one of Kenyas most well-known poets and a committed political activist. It includes commentary essays on aspects of Abdilatif Abdallas work and life, through inter-weaving perspectives on poetry and politics, language and history; with contributions by East African writers and scholars of Swahili literature, including Ngugi wa Thiongo, Said Khamis, Ken Walibora, Ahmed Rajab, Mohamed Bakari, and Sheikh Abdilahi Nassir, among others. Abdalla became famous in 1973, with the publication of Sauti ya Dhiki (Voice of Agony), a collection of poems written secretly in prison during three years of solitary confinement (1969-72). He was convicted of circulating pamphlets against Jomo Kenyattas KANU government, criticizing it as dictatorial and calling for political resistance in the pamphlet, 'Kenya: Twendapi?' (Kenya: where are we heading?). His poetry epitomizes the ongoing currency of classic Swahili form and language, while his work overall, including translations and editorships, exemplifies a two-way mediation between traditional and modern perspectives. It makes old and new voices of Swahili poetry and African literature accessible to a wider readership in East Africa, and beyond. Abdalla has lived in exile since 1973, in Tanzania, London, and subsequently, until now, in Germany. Nevertheless, Swahili literature and Kenyan politics have remained central to his life.",,a statement given by abdilatif abdalla chief co ordinator of the united movement for democracy in kenya to the 7th pan african congress kampala uganda on 3 8 april 1994 | abdilatif abdalla,
Imaginative Vision of Abdilatif Abdalla's Voice of Agony,Abdilatif Abdalla,,,,,2024.0,,http://books.google.com/books/content?id=7fHnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,First English literary translation of Abdilatif Abdalla's influential Voice of Agony,,imaginative vision of abdilatif abdalla s voice of agony | abdilatif abdalla,
Kale ya washairi wa Pemba,Ali bin Said bin Rashid Jahadhmiy,,,,,2011.0,,http://books.google.com/books/content?id=9PdWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"A collection of poems by two poets,  Kamange and Sarahani, who lived between the last half of the 19th and early 20th century in Pemba Island.",,kale ya washairi wa pemba | ali bin said bin rashid jahadhmiy,
Sambo ya Kiwandeo,Ahmed Sheikh Nabhany,,,,,1979.0,,http://books.google.com/books/content?id=D1riOLGZnJUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Mashairi Ya Vita Vya Kuduhu is a presentation and discussion of both manuscript and published versions of poems written by Lamu poets around the time of the Battle of Kuduhu. The poetic dialogue studied in this volume has played a significant role in the history of Swahili poetry, and its primary concern is to inform continued work in this area. The poems contained in this work were transmitted and preserved by speakers of Kiswahili and later collected and preserved by scholars. Chapter One contains the edited poems; Chapter Two consists of the translations. Subsequent chapters include accounts of the Battle of Kuduhu, editing and translating practices, and annotated poems and source versions. This work is presented as an example of the importance of research, fieldwork, and the consideration of available versions and alternative styles of presentation in the study of Swahili poetry.",,sambo ya kiwandeo | ahmed sheikh nabhany,
Umbuji wa kiwandeo,Ahmed Sheikh Nabhany,,,,,1985.0,,http://books.google.com/books/content?id=0vKqBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Philosophising in Mombasa provides an approach to the anthropological study of philosophical discourses in the Swahili context of Mombasa, Kenya. In this historically established Muslim environment, at the dawn of the twenty-first century, philosophy is investigated as social discourse and intellectual practice, situated in everyday life. This is done from the perspective of an 'anthropology of philosophy', a project which is spelled out in the opening chapter. Entry-points and guidelines for the ethnography are provided by discussions of Swahili literary genres, life histories, and social debates. From here, local discourses of knowledge are described and analysed. The social environment and discursive dynamics of the Old Town are portrayed, firstly, by means of following and contextualising informal discussions among neighbours and friends at daily meeting points in the streets; and secondly, by presenting and discussing in-depth case studies of local intellectuals and their contributions to moral and intellectual debates within the community. Taking recurrent internal discussions on social affairs, politics, and appropriate Islamic conduct as a focus, this study sheds light on local practices of critique and reflection. In particular, three local intellectuals (two poets, one Islamic scholar) are portrayed against the background of regional intellectual history, Islamic scholarship, as well as common public debates and private discussions. The three contextual portrayals discuss exemplary issues for the wider field of research on philosophical discourse in Mombasa and the Swahili context on the whole, with reference to the lives and projects of distinct individual thinkers. Ultimately, the study directs attention beyond the regional and the African contexts, towards the anthropological study of knowledge and intellectual practice around the world.",,umbuji wa kiwandeo | ahmed sheikh nabhany,
Umbuji wa mnazi,Ahmed Sheikh Nabhany,,,,,1985.0,,http://books.google.com/books/content?id=kYZkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,umbuji wa mnazi | ahmed sheikh nabhany,
