title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Foundational African Writers,Simon Gikandi,Wits University Press,,,,2022-01-01,,http://books.google.com/books/content?id=tNtJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"This collection explores the complexities of black existence, and intellectual and cultural life in the work and legacies of centenarian writers, Peter Abrahams, Noni Jabavu, Sibusiso Cyril Lincoln Nyembezi and Es’kia Mphahlele",,foundational african writers | simon gikandi,,foundational african writers,simon gikandi,2022.0,2020+,"Foundational African Writers 
Simon Gikandi 
Wits University Press",94,"['Wealth and materialism', 'Storytelling as resistance', 'Ethnic diversity']"
Christmas Without Tusker,Meja Mwangi,,,,English,2017-07-05,OL40716351W,http://books.google.com/books/content?id=4urMwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,wikidata,"CHRISTMAS WITHOUT TUSKER When their women close the bars and force them to spend Christmas at home, Kambi men realise they have made a big mistake allowing women to run the traditionally male-controlled bar business. There is anxiety and disaffection, as the townsmen men prepare to confront the unthinkable, a tusker-free Christmas. In this novel Meja Mwangi revives Kambi market's hard men, and their harder women, and the characters that made ""Baba Pesa"" such a fun read. Mwangi's keen eye for the drama and humor in everyday life shines through his work.",,christmas without tusker | meja mwangi,,christmas without tusker,meja mwangi,2017.0,15-19,"Christmas Without Tusker 
Meja Mwangi 
",95,"['Conflict in families', 'Greed', 'Hope and despair']"
In the Name of the Mother: Reflections on Writers and Empire,Ngũgĩ wa Thiong'o,James Currey,,,English,2013-09-19,,http://books.google.com/books/content?id=h6oTAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Alongside the impact of his early novels and plays, and his more recent memoirs, these essays give new insights into Ngugi's and other writers' responses to colonialism - there is new material here for students of literature, politics and culture.Renowned worldwide, as novelist and dramatist, Ngugi wa Thiongo's contributions to the body of critical writing on African literature, politics and society have been highly significant. His best known critical work is Decolonising the Mind, which since publication in 1986 has profoundly influenced other writers, critics, scholars and students. These latest essays reflect Ngugi's continuing interests and enthusiasms. His choice of writers is original. He makes us look again at their novels to address his lifelong concerns with the ways to independence, the meanings of colonialism and the takeover by neo-colonialism, and the functions of literature in political as well asliterary terms. They will appeal not only to his international band of supporters. They will also introduce his views to young people discovering African and Caribbean literature. Ngugi wa Thiong'o is Distinguished Professor of English and Comparative Literature at the University of California, Irvine. Ngugi is renowned for his essays, including the seminal Decolonising the Mind (James Currey 1986); his plays, which led to his detentionin Kenya; his novels - the most recent works being The Wizard of the Crow (2007, translated into English from Gikuyu) and his memoirs Dreams in a Time of War and In the House of the Interpreter East Africa [Kenya, Tanzania, Uganda and Rwanda]: EAEP",,in the name of the mother: reflections on writers and empire | ngugi wa thiong o,,in the name of the mother reflections on writers and empire,ngugi wa thiong o,2013.0,05-14,"In the Name of the Mother: Reflections on Writers and Empire 
Ngũgĩ wa Thiong'o 
James Currey",96,"['Conflict in families', 'Wealth and materialism', 'Marriage and relationships']"
This Time Tomorrow,Ngũgĩ wa Thiong'o,Kenya Literature Bureau,,,,1970-01-01,,http://books.google.com/books/content?id=wj10DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"This Time, Tomorrow is an anthology of poems composed by the late Mwange Kausenione of the most outstanding Zambian journalists of his generation. Published and presented here for the first time, the poems are a legacy of his past and span more than two decades of creative process. The poems depict experiences and allusions of the African continent, Asia, and Latin America, where the poet worked as a journalist. For the international audience who enjoyed and appreciated Mwanges stories and columns in magazines and newspapers, however, this collection will come as a surprise to most. Yet, in these pages, we present to the world the side of Mwange Kauseni that most people hardly suspected ever existed. As a poet, therefore, Mwange echoes the plight of the downtrodden and marginalized and taunts the excesses and foibles of the postcolonial-African political elites. In some of his work, though, the poet eulogizes his connections with his past and cultural roots and decries the advent of modernity. He urges poets never to give up their craft but to create verses for the masses. Even though the poems were created from personal experiences, This Time, Tomorrow is indeed Pan-Africanist in character.",,this time tomorrow | ngugi wa thiong o,,this time tomorrow,ngugi wa thiong o,1970.0,60-79,"This Time Tomorrow 
Ngũgĩ wa Thiong'o 
Kenya Literature Bureau",97,"['Wealth and materialism', 'Bad governance', 'Environmental conservation']"
Things they Lost,Okwiri Oduor,,,,English,2022-01-01,OL25480392W,http://books.google.com/books/content?id=5mRkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"This astonishing, devastating debut novel, riven through with mystery and magic, tells the story of a lonely girl living in a small African town and her struggle to free herself from her mercurial, charming mother. Ayosa is a wandering spirit--joyous, exuberant, filled to the brim with longing. Her only companions in her grandmother's crumbling house are as lonely as Ayosa herself: the ghostly Fatumas, whose eyes are the size of bay windows, who teach her to dance and wail at the death news; the Jolly-Annas, cruel birds who cover their solitude with spiteful laughter; the milkman, who never greets Ayosa and whose milk tastes of mud; and Sindano, the kind owner of a café no one ever visits. Unexpectedly, miraculously, one day Ayosa finds a friend. Yet she is always fixed on her beautiful mama, Nabumbo Promise: a mysterious and aloof photographer, she comes and goes as she pleases, with no apology or warning. Set at the intersection of the spirit world and the human one, Things They Lost is a stunning and unforgettable novel that unfurls the dizzying dualities of love, at its most intoxicating and all-encompassing.",,things they lost | okwiri oduor,,things they lost,okwiri oduor,2022.0,2020+,"Things they Lost 
Okwiri Oduor 
",98,"['Poverty', 'Generosity', 'Greed']"
The Upright Revolution: Or Why Humans Walk Upright,Ngũgĩ wa Thiong'o,Seagull Books,,,Gikuyu,2016-01-01,OL23553509W,http://books.google.com/books/content?id=yc69vQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,wikidata,"Science has given us several explanations for how humans evolved from walking on four limbs to two feet. None, however, is as riveting as what master storyteller Ngũgĩ wa Thiong'o offers in The Upright Revolution. Blending myth and folklore with an acute insight into the human psyche and politics, Wa Thiong'o conjures up a fantastic fable about how and why humans began to walk upright. It is a story that will appeal to children and adults alike, containing a clear and important message: ""Life is connected."" Originally written in Gikuyu, this short story has been translated into sixty-three languages--forty-seven of them African--making it the most translated story in the history of African literature. This new collector's edition of The Upright Revolution is richly illustrated in full color with Sunandini Banerjee's marvellous digital collages, which open up new vistas of imagination and add unique dimensions to the story.",,the upright revolution: or why humans walk upright | ngugi wa thiong o,,the upright revolution or why humans walk upright,ngugi wa thiong o,2016.0,15-19,"The Upright Revolution: Or Why Humans Walk Upright 
Ngũgĩ wa Thiong'o 
Seagull Books",99,"['Environmental conservation', 'Indigenous knowledge', 'Generosity']"
Kill Me Quick,Meja Mwangi,,,,,1973-01-01,,http://books.google.com/books/content?id=u-aSZrcog0UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,,,kill me quick | meja mwangi,,kill me quick,meja mwangi,1973.0,60-79,"Kill Me Quick 
Meja Mwangi 
",100,"['Identity crisis', 'Urban vs rural life', 'Good vs evil']"
Sauti ya dhiki,Abdilatif Abdalla,,,,,,,http://books.google.com/books/content?id=7fHnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,First English literary translation of Abdilatif Abdalla's influential Voice of Agony,,sauti ya dhiki | abdilatif abdalla,,sauti ya dhiki,abdilatif abdalla,,,"Sauti ya dhiki 
Abdilatif Abdalla 
",101,"['Bad governance', 'Silence and voice', 'Fate and free will']"
Liyongo songs,Gudrun Miehe,,,,,,,https://covers.openlibrary.org/b/id/5492340-L.jpg,ol_author,,,liyongo songs | gudrun miehe,5492340.0,liyongo songs,gudrun miehe,,,"Liyongo songs 
Gudrun Miehe 
",102,"['Power of language', 'Urban vs rural life', 'Silence and voice']"
Mashairi ya miaka kumi ya Azimio la Arusha,Abdilatif Abdalla,,,,,,,http://books.google.com/books/content?id=M1YHAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,mashairi ya miaka kumi ya azimio la arusha | abdilatif abdalla,,mashairi ya miaka kumi ya azimio la arusha,abdilatif abdalla,,,"Mashairi ya miaka kumi ya Azimio la Arusha 
Abdilatif Abdalla 
",103,"['Conflict in families', 'Bad governance', 'Identity crisis']"
"A statement given by Abdilatif Abdalla, chief co-ordinator of the United Movement for Democracy in Kenya, to the 7th Pan-African Congress, Kampala, Uganda on 3-8 April, 1994",Abdilatif Abdalla,,,,,,,http://books.google.com/books/content?id=g_hWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Abdilatif Abdalla: Poet in Politics celebrates the work of Abdilatif Abdalla, one of Kenyas most well-known poets and a committed political activist. It includes commentary essays on aspects of Abdilatif Abdallas work and life, through inter-weaving perspectives on poetry and politics, language and history; with contributions by East African writers and scholars of Swahili literature, including Ngugi wa Thiongo, Said Khamis, Ken Walibora, Ahmed Rajab, Mohamed Bakari, and Sheikh Abdilahi Nassir, among others. Abdalla became famous in 1973, with the publication of Sauti ya Dhiki (Voice of Agony), a collection of poems written secretly in prison during three years of solitary confinement (1969-72). He was convicted of circulating pamphlets against Jomo Kenyattas KANU government, criticizing it as dictatorial and calling for political resistance in the pamphlet, 'Kenya: Twendapi?' (Kenya: where are we heading?). His poetry epitomizes the ongoing currency of classic Swahili form and language, while his work overall, including translations and editorships, exemplifies a two-way mediation between traditional and modern perspectives. It makes old and new voices of Swahili poetry and African literature accessible to a wider readership in East Africa, and beyond. Abdalla has lived in exile since 1973, in Tanzania, London, and subsequently, until now, in Germany. Nevertheless, Swahili literature and Kenyan politics have remained central to his life.",,a statement given by abdilatif abdalla chief co ordinator of the united movement for democracy in kenya to the 7th pan african congress kampala uganda on 3 8 april 1994 | abdilatif abdalla,,a statement given by abdilatif abdalla chief co ordinator of the united movement for democracy in kenya to the 7th pan african congress kampala uganda on 3 8 april 1994,abdilatif abdalla,,,"A statement given by Abdilatif Abdalla, chief co-ordinator of the United Movement for Democracy in Kenya, to the 7th Pan-African Congress, Kampala, Uganda on 3-8 April, 1994 
Abdilatif Abdalla 
",104,"['Bad governance', 'Poverty', 'Corruption and governance']"
